Timestamp(UTC),EAST_LONGITUDE(deg),NORTH_LATITUDE(deg),ID(-),T(degC),RH(%),LightVOC(ADU),HeavyVOC(ADC),Ozone(ADU),CO(ADU),CO2(ADU),Elevation(ft),Distance From Road (miles)
2024-10-26T10:42:12.00+00:00,-105.887847,39.708244,YPOD,15.39,16.54,801,844,1686,3159,162,11477.36257,1.20854866
2024-10-26T10:42:23.00+00:00,-105.88785,39.708248,YPOD,15.38,17.56,810,838,1709,3137,164,11477.36257,1.208865735
2024-10-26T10:42:32.00+00:00,-105.88785,39.708248,YPOD,15.37,17.95,815,837,1705,3102,169,11477.36257,1.208865735
2024-10-26T10:42:44.00+00:00,-105.88785,39.708248,YPOD,15.34,17.72,818,842,1703,3091,172,11477.36257,1.208865735
2024-10-26T10:42:53.00+00:00,-105.88785,39.708248,YPOD,15.38,17.67,819,844,1703,3048,173,11477.36257,1.208865735
2024-10-26T10:43:04.00+00:00,-105.88785,39.70827,YPOD,15.42,17.45,819,848,1698,3009,172,11477.36257,1.210259577
2024-10-26T10:43:14.00+00:00,-105.88785,39.70827,YPOD,15.47,17.25,818,848,1701,2991,171,11477.36257,1.210259577
2024-10-26T10:43:25.00+00:00,-105.88785,39.70827,YPOD,15.53,17.49,820,845,1721,2918,168,11477.36257,1.210259577
2024-10-26T10:43:35.00+00:00,-105.887845,39.708268,YPOD,15.58,17.34,819,844,1721,2843,167,11477.36257,1.210026852
2024-10-26T10:43:46.00+00:00,-105.887861,39.708268,YPOD,15.66,18.16,825,840,1734,2800,174,11477.36257,1.210366221
2024-10-26T10:43:55.00+00:00,-105.887863,39.708255,YPOD,15.73,17.7,826,843,1732,2745,178,11483.26808,1.209585213
2024-10-26T10:44:07.00+00:00,-105.887862,39.708257,YPOD,15.81,17.55,825,842,1724,2724,178,11483.26808,1.20969065
2024-10-26T10:44:16.00+00:00,-105.887869,39.708253,YPOD,15.86,17.04,821,842,1712,2689,177,11483.26808,1.209586053
2024-10-26T10:44:26.00+00:00,-105.887869,39.708253,YPOD,15.91,16.8,817,840,1711,2674,172,11483.26808,1.209586053
2024-10-26T10:44:35.00+00:00,-105.887869,39.708255,YPOD,15.98,16.77,816,838,1720,2671,170,11483.26808,1.209712716
2024-10-26T10:44:45.00+00:00,-105.887866,39.708265,YPOD,16.04,17.37,822,835,1755,2672,171,11483.26808,1.210282346
2024-10-26T10:44:55.00+00:00,-105.887858,39.708273,YPOD,16.11,17.83,827,836,1751,2674,173,11477.36257,1.210619325
2024-10-26T10:45:04.00+00:00,-105.887828,39.708264,YPOD,16.18,17.3,826,840,1744,2685,174,11477.36257,1.209413283
2024-10-26T10:45:14.00+00:00,-105.887804,39.70822,YPOD,16.26,17.34,827,842,1737,2717,173,11467.19197,1.206116412
2024-10-26T10:45:23.00+00:00,-105.887783,39.708182,YPOD,16.3,16.71,823,846,1736,2740,171,11463.25496,1.20326334
2024-10-26T10:45:33.00+00:00,-105.887756,39.708134,YPOD,16.36,17.07,826,846,1770,2783,170,11452.1001,1.199649434
2024-10-26T10:45:44.00+00:00,-105.887732,39.708091,YPOD,16.44,16.92,827,852,1753,2822,166,11445.53842,1.196415948
2024-10-26T10:45:56.00+00:00,-105.887706,39.708043,YPOD,16.5,17,827,852,1755,2871,170,11439.30483,1.19282321
2024-10-26T10:46:07.00+00:00,-105.887681,39.708,YPOD,16.57,16.77,825,852,1747,2877,174,11432.08698,1.189568551
2024-10-26T10:46:11.00+00:00,-105.887655,39.707953,YPOD,16.59,16.45,822,853,1735,2893,174,11429.13422,1.186039197
2024-10-26T10:46:19.00+00:00,-105.887633,39.707914,YPOD,16.63,16.3,821,853,1753,2867,171,11422.57254,1.183101572
2024-10-26T10:46:28.00+00:00,-105.887604,39.707862,YPOD,16.64,16.49,820,850,1734,2894,169,11417.97937,1.179191801
2024-10-26T10:46:38.00+00:00,-105.887574,39.707816,YPOD,16.66,15.96,816,852,1746,2894,168,11411.74577,1.175641154
2024-10-26T10:46:47.00+00:00,-105.88751,39.707742,YPOD,16.67,16.16,816,852,1743,2915,165,11393.04498,1.169596684
2024-10-26T10:46:57.00+00:00,-105.887501,39.707681,YPOD,16.72,15.84,812,857,1739,2931,165,11382.87438,1.165539212
2024-10-26T10:47:06.00+00:00,-105.887501,39.70757,YPOD,16.74,15.8,811,869,1742,2978,168,11373.03186,1.158507865
2024-10-26T10:47:17.00+00:00,-105.887538,39.707494,YPOD,16.75,16.03,813,873,1752,3001,167,11368.1106,1.15449103
2024-10-26T10:47:27.00+00:00,-105.887543,39.707517,YPOD,16.76,16.03,813,872,1746,3045,163,11371.39144,1.15605236
2024-10-26T10:47:38.00+00:00,-105.88755,39.707467,YPOD,16.77,16.19,815,870,1754,3064,165,11364.17359,1.15304256
2024-10-26T10:47:48.00+00:00,-105.887536,39.707484,YPOD,16.78,16.19,814,870,1742,3090,172,11368.1106,1.153815969
2024-10-26T10:47:59.00+00:00,-105.8875,39.707405,YPOD,16.77,15.61,809,871,1725,3096,175,11353.34682,1.14804948
2024-10-26T10:48:08.00+00:00,-105.887505,39.707364,YPOD,16.77,15.53,806,869,1730,3143,174,11347.76939,1.14556659
2024-10-26T10:48:20.00+00:00,-105.887518,39.70727,YPOD,16.77,15.22,801,868,1716,3148,171,11336.61454,1.139913837
2024-10-26T10:48:29.00+00:00,-105.887502,39.707171,YPOD,16.77,15.8,803,861,1737,3127,170,11330.05286,1.133323193
2024-10-26T10:48:39.00+00:00,-105.887482,39.707071,YPOD,16.77,15.26,798,863,1702,3156,167,11318.56992,1.126585752
2024-10-26T10:48:49.00+00:00,-105.887503,39.706992,YPOD,16.76,14.78,792,862,1696,3147,163,11309.38356,1.122073374
2024-10-26T10:49:00.00+00:00,-105.887631,39.706915,YPOD,16.76,14.47,786,860,1692,3162,162,11295.27595,1.120076527
2024-10-26T10:49:09.00+00:00,-105.887734,39.706866,YPOD,16.77,15.1,789,855,1712,3170,162,11296.58829,1.119325825
2024-10-26T10:49:21.00+00:00,-105.887704,39.706828,YPOD,16.77,15.33,791,851,1726,3141,163,11291.01086,1.116271056
2024-10-26T10:49:30.00+00:00,-105.887708,39.706801,YPOD,16.78,15.26,791,850,1703,3128,166,11287.07385,1.114673638
2024-10-26T10:49:42.00+00:00,-105.887686,39.706697,YPOD,16.77,14.52,784,850,1695,3103,172,11272.63816,1.107676426
2024-10-26T10:49:51.00+00:00,-105.887689,39.706705,YPOD,16.77,14.98,785,842,1698,3082,175,11272.63816,1.108244282
2024-10-26T10:50:01.00+00:00,-105.887724,39.706678,YPOD,16.76,14.74,782,842,1686,3073,173,11266.40456,1.107356854
2024-10-26T10:50:10.00+00:00,-105.887721,39.706623,YPOD,16.75,14.74,782,841,1690,3090,168,11258.20246,1.103858001
2024-10-26T10:50:20.00+00:00,-105.887739,39.70654,YPOD,16.74,14.78,782,838,1695,3073,167,11251.96886,1.099100741
2024-10-26T10:50:30.00+00:00,-105.887754,39.706446,YPOD,16.74,15.22,785,835,1702,3054,172,11240.81401,1.093600279
2024-10-26T10:50:40.00+00:00,-105.88777,39.706393,YPOD,16.77,14.63,781,838,1683,3033,178,11231.29957,1.090679874
2024-10-26T10:50:52.00+00:00,-105.887794,39.706358,YPOD,16.8,14.55,779,837,1691,3001,180,11223.75364,1.089068521
2024-10-26T10:51:03.00+00:00,-105.88781,39.706343,YPOD,16.8,14.16,773,836,1665,2977,169,11223.75364,1.088513398
2024-10-26T10:51:13.00+00:00,-105.887826,39.706312,YPOD,16.81,14.12,770,832,1668,2964,163,11218.5043,1.08696834
2024-10-26T10:51:17.00+00:00,-105.887836,39.70623,YPOD,16.82,14.08,770,831,1665,2959,164,11215.55154,1.082128027
2024-10-26T10:51:25.00+00:00,-105.887882,39.706164,YPOD,16.84,14.05,768,828,1667,2950,167,11209.31794,1.079142328
2024-10-26T10:51:35.00+00:00,-105.88787,39.706072,YPOD,16.86,14.13,767,825,1674,2955,171,11198.49117,1.073177923
2024-10-26T10:51:45.00+00:00,-105.887924,39.706009,YPOD,16.86,14.01,764,824,1656,2964,167,11185.03973,1.07059583
2024-10-26T10:51:55.00+00:00,-105.887948,39.705952,YPOD,16.86,14.09,764,821,1664,2955,165,11175.52529,1.06767167
2024-10-26T10:52:04.00+00:00,-105.88796,39.705912,YPOD,16.82,14.08,764,817,1660,2943,168,11173.2287,1.065506394
2024-10-26T10:52:14.00+00:00,-105.887955,39.705866,YPOD,16.79,13.62,759,816,1639,2937,171,11167.97936,1.062560572
2024-10-26T10:52:24.00+00:00,-105.887952,39.705853,YPOD,16.76,13.65,758,812,1649,2963,169,11167.97936,1.061689524
2024-10-26T10:52:33.00+00:00,-105.887918,39.705791,YPOD,16.73,13.84,759,809,1662,2976,169,11165.68277,1.0570542
2024-10-26T10:52:43.00+00:00,-105.887954,39.705714,YPOD,16.69,14,759,806,1661,2992,175,11153.87175,1.05321893
2024-10-26T10:52:52.00+00:00,-105.887938,39.70564,YPOD,16.66,14.39,763,803,1672,2988,177,11149.60666,1.048295294
2024-10-26T10:53:02.00+00:00,-105.887975,39.705598,YPOD,16.64,14.74,768,802,1681,3024,175,11137.13946,1.046645037
2024-10-26T10:53:11.00+00:00,-105.88795,39.705531,YPOD,16.63,14.97,773,801,1692,3020,172,11129.59353,1.041931799
2024-10-26T10:53:21.00+00:00,-105.887985,39.705473,YPOD,16.6,15.6,780,799,1708,3017,167,11125.65652,1.039268436
2024-10-26T10:53:32.00+00:00,-105.888038,39.705394,YPOD,16.59,15.64,786,803,1703,2992,164,11106.95574,1.03579476
2024-10-26T10:53:42.00+00:00,-105.888106,39.705335,YPOD,16.58,15.79,790,807,1710,2960,170,11096.78513,1.033941045
2024-10-26T10:53:51.00+00:00,-105.888129,39.705275,YPOD,16.58,16.06,796,810,1722,2939,176,11091.2077,1.030895606
2024-10-26T10:54:02.00+00:00,-105.888125,39.705209,YPOD,16.58,16.61,802,810,1728,2899,173,11083.0056,1.026800861
2024-10-26T10:54:12.00+00:00,-105.888121,39.705161,YPOD,16.58,15.99,801,816,1705,2871,169,11073.81925,1.0237972
2024-10-26T10:54:23.00+00:00,-105.888188,39.705125,YPOD,16.59,16.3,805,818,1724,2839,170,11066.92949,1.023361255
2024-10-26T10:54:33.00+00:00,-105.888224,39.705087,YPOD,16.61,16.22,807,824,1722,2808,170,11060.36781,1.022011895
2024-10-26T10:54:44.00+00:00,-105.888218,39.705008,YPOD,16.62,15.95,807,830,1717,2786,169,11051.50954,1.0171049
2024-10-26T10:54:53.00+00:00,-105.888206,39.704958,YPOD,16.64,15.87,805,834,1711,2753,168,11041.66702,1.013786337
2024-10-26T10:55:05.00+00:00,-105.88817,39.7049,YPOD,16.66,15.61,802,838,1695,2757,164,11032.80875,1.009356788
2024-10-26T10:55:14.00+00:00,-105.888177,39.70483,YPOD,16.71,15.45,802,838,1720,2701,164,11021.6539,1.005342315
2024-10-26T10:55:23.00+00:00,-105.888197,39.704647,YPOD,16.74,16.31,807,834,1731,2698,165,11007.87437,0.994928077
2024-10-26T10:55:33.00+00:00,-105.888222,39.704594,YPOD,16.77,16.51,812,835,1736,2695,165,11001.96886,0.992438449
2024-10-26T10:55:43.00+00:00,-105.888198,39.70456,YPOD,16.79,16.74,818,837,1751,2674,167,11001.31269,0.989766544
2024-10-26T10:55:52.00+00:00,-105.888214,39.704566,YPOD,16.82,17.1,824,841,1757,2664,167,10999.67227,0.990554912
2024-10-26T10:56:03.00+00:00,-105.888205,39.704528,YPOD,16.88,17.34,829,849,1762,2672,172,10997.0476,0.98804941
2024-10-26T10:56:13.00+00:00,-105.888204,39.704544,YPOD,16.9,16.35,824,860,1728,2682,179,10998.68802,0.988975107
2024-10-26T10:56:23.00+00:00,-105.888204,39.704544,YPOD,16.91,15.69,816,863,1717,2670,180,10998.68802,0.988975107
2024-10-26T10:56:33.00+00:00,-105.888204,39.704544,YPOD,16.92,15.77,814,859,1723,2653,177,10998.68802,0.988975107
2024-10-26T10:56:42.00+00:00,-105.888204,39.704544,YPOD,16.93,15.97,813,857,1723,2701,177,10998.68802,0.988975107
2024-10-26T10:56:52.00+00:00,-105.888204,39.704544,YPOD,16.95,15.61,810,859,1713,2707,179,10998.68802,0.988975107
2024-10-26T10:57:02.00+00:00,-105.888204,39.704544,YPOD,16.96,15.22,805,860,1696,2707,176,10998.68802,0.988975107
2024-10-26T10:57:12.00+00:00,-105.888235,39.704523,YPOD,16.99,15.19,802,858,1704,2754,167,10997.0476,0.988562602
2024-10-26T10:57:22.00+00:00,-105.888224,39.704544,YPOD,17.01,14.84,797,856,1685,2748,163,10997.0476,0.989514722
2024-10-26T10:57:32.00+00:00,-105.888183,39.704544,YPOD,17.01,14.75,795,852,1702,2770,172,10998.68802,0.988409422
2024-10-26T10:57:41.00+00:00,-105.888185,39.704519,YPOD,17,14.71,793,849,1693,2776,177,10998.68802,0.986974056
2024-10-26T10:57:51.00+00:00,-105.888183,39.704535,YPOD,16.96,14.52,788,844,1658,2878,180,10998.68802,0.987873191
2024-10-26T10:58:00.00+00:00,-105.888242,39.704532,YPOD,16.95,14.13,783,842,1674,2923,180,10997.0476,0.989287303
2024-10-26T10:58:10.00+00:00,-105.888336,39.704518,YPOD,16.94,15.38,794,835,1756,2949,178,10992.45442,0.991009852
2024-10-26T10:58:19.00+00:00,-105.888452,39.704503,YPOD,16.94,16.75,806,835,1741,2995,180,10986.87699,0.993301932
2024-10-26T10:58:30.00+00:00,-105.888519,39.704484,YPOD,16.94,16.9,817,845,1792,3042,182,10981.95573,0.994031805
2024-10-26T10:58:40.00+00:00,-105.888539,39.704443,YPOD,16.93,18.47,832,850,1799,3040,180,10978.67489,0.992171616
2024-10-26T10:58:51.00+00:00,-105.88845,39.704425,YPOD,16.92,15.93,819,869,1711,2975,178,10983.26807,0.988641029
2024-10-26T10:59:01.00+00:00,-105.888368,39.704374,YPOD,16.9,14.64,803,869,1672,3065,176,10982.93998,0.983364828
2024-10-26T10:59:12.00+00:00,-105.888319,39.704315,YPOD,16.89,14.95,799,856,1726,2997,175,10982.28382,0.978528221
2024-10-26T10:59:21.00+00:00,-105.888209,39.704237,YPOD,16.88,17.14,815,845,1760,2848,180,10977.36256,0.970889404
2024-10-26T10:59:33.00+00:00,-105.888116,39.704146,YPOD,16.88,17.06,824,853,1768,2955,181,10972.76938,0.962951723
2024-10-26T10:59:42.00+00:00,-105.888094,39.704043,YPOD,16.87,16.63,823,860,1721,2908,177,10962.27069,0.956255548
2024-10-26T10:59:53.00+00:00,-105.888027,39.70397,YPOD,16.88,14.36,801,872,1672,2848,176,10957.34943,0.950095819
2024-10-26T11:00:03.00+00:00,-105.887928,39.703965,YPOD,16.89,14.44,795,864,1700,2834,178,10959.64602,0.947084041
2024-10-26T11:00:12.00+00:00,-105.887802,39.703977,YPOD,16.92,15.1,798,857,1726,2716,181,10962.59878,0.94437202
2024-10-26T11:00:24.00+00:00,-105.887661,39.704015,YPOD,16.94,15.85,804,853,1740,2770,182,10969.48854,0.942853927
2024-10-26T11:00:33.00+00:00,-105.887571,39.703977,YPOD,16.95,15.42,801,854,1701,2653,183,10967.84812,0.938187691
2024-10-26T11:00:44.00+00:00,-105.887454,39.703901,YPOD,16.96,15.46,799,852,1708,2743,183,10962.27069,0.930538154
2024-10-26T11:00:54.00+00:00,-105.887386,39.703851,YPOD,16.96,15.19,798,852,1717,2711,180,10954.06859,0.925746076
2024-10-26T11:01:03.00+00:00,-105.887272,39.703827,YPOD,16.96,15.15,799,849,1704,2721,174,10956.0371,0.921317061
2024-10-26T11:01:13.00+00:00,-105.887164,39.703731,YPOD,16.95,14.71,794,847,1680,2720,170,10944.55416,0.912721817
2024-10-26T11:01:22.00+00:00,-105.88707,39.703669,YPOD,16.95,14.75,791,843,1690,2728,172,10939.30481,0.906544343
2024-10-26T11:01:32.00+00:00,-105.886917,39.703663,YPOD,16.94,14.29,786,841,1675,2731,181,10942.58565,0.902249616
2024-10-26T11:01:43.00+00:00,-105.886834,39.703586,YPOD,16.92,14.48,782,834,1674,2724,186,10935.03972,0.895465071
2024-10-26T11:01:53.00+00:00,-105.886762,39.703515,YPOD,16.9,14.16,776,833,1657,2681,188,10932.74313,0.889326019
2024-10-26T11:02:02.00+00:00,-105.88668,39.703463,YPOD,16.87,13.31,763,832,1616,2752,185,10932.41505,0.884089428
2024-10-26T11:02:13.00+00:00,-105.886576,39.703425,YPOD,16.82,12.88,751,822,1609,2787,180,10932.08696,0.879157441
2024-10-26T11:02:23.00+00:00,-105.886486,39.70337,YPOD,16.79,13.22,749,809,1627,2741,177,10931.10271,0.873552043
2024-10-26T11:02:34.00+00:00,-105.886394,39.703293,YPOD,16.75,13.53,750,800,1641,2808,179,10929.13421,0.866559891
2024-10-26T11:02:44.00+00:00,-105.886272,39.70324,YPOD,16.74,14,755,794,1653,2793,179,10928.80612,0.860298876
2024-10-26T11:02:55.00+00:00,-105.886129,39.703201,YPOD,16.7,14.55,762,790,1662,2880,177,10929.79038,0.854404536
2024-10-26T11:03:04.00+00:00,-105.88603,39.703136,YPOD,16.67,13.89,757,792,1619,2855,177,10927.49379,0.848005894
2024-10-26T11:03:14.00+00:00,-105.885943,39.703094,YPOD,16.64,13.29,750,793,1627,2821,176,10927.1657,0.843321425
2024-10-26T11:03:25.00+00:00,-105.885804,39.703035,YPOD,16.62,14.26,758,784,1676,2879,173,10925.85337,0.836357387
2024-10-26T11:03:35.00+00:00,-105.885668,39.702981,YPOD,16.6,15.36,769,780,1681,2860,172,10924.21295,0.829801156
2024-10-26T11:03:46.00+00:00,-105.885539,39.702921,YPOD,16.57,14.89,771,784,1677,2906,175,10921.58828,0.8230628
2024-10-26T11:03:55.00+00:00,-105.885404,39.702838,YPOD,16.55,14.93,772,785,1663,2755,174,10918.30744,0.814776675
2024-10-26T11:04:05.00+00:00,-105.885283,39.70274,YPOD,16.52,14.97,776,785,1689,2772,171,10912.40192,0.805893124
2024-10-26T11:04:14.00+00:00,-105.885203,39.702677,YPOD,16.49,15.29,779,783,1672,2744,168,10908.13683,0.800137442
2024-10-26T11:04:24.00+00:00,-105.885049,39.702603,YPOD,16.47,14.45,773,787,1641,2715,167,10905.18408,0.792032812
2024-10-26T11:04:33.00+00:00,-105.884955,39.702551,YPOD,16.45,14.26,769,786,1645,2756,170,10901.24707,0.78667416
2024-10-26T11:04:43.00+00:00,-105.884837,39.70247,YPOD,16.44,14.69,773,782,1679,2716,175,10899.27856,0.778974901
2024-10-26T11:04:54.00+00:00,-105.884745,39.702415,YPOD,16.43,15.47,782,779,1697,2691,182,10895.99772,0.77349592
2024-10-26T11:05:04.00+00:00,-105.884624,39.702396,YPOD,16.42,15.74,785,781,1679,2678,185,10896.32581,0.769675767
2024-10-26T11:05:15.00+00:00,-105.884495,39.70232,YPOD,16.4,15.32,785,786,1693,2653,183,10894.68539,0.76211121
2024-10-26T11:05:24.00+00:00,-105.884402,39.702196,YPOD,16.4,15.43,787,787,1676,2633,181,10886.81137,0.752282409
2024-10-26T11:05:35.00+00:00,-105.884296,39.702159,YPOD,16.39,15.55,789,789,1699,2615,183,10886.81137,0.747705808
2024-10-26T11:05:45.00+00:00,-105.884157,39.70212,YPOD,16.37,15.62,791,792,1683,2605,183,10886.81137,0.742346633
2024-10-26T11:05:56.00+00:00,-105.884073,39.702066,YPOD,16.36,15.62,794,794,1710,2601,179,10884.84287,0.737186374
2024-10-26T11:06:06.00+00:00,-105.883953,39.701981,YPOD,16.35,15.58,797,796,1690,2608,178,10883.85862,0.729329065
2024-10-26T11:06:17.00+00:00,-105.883869,39.70193,YPOD,16.34,14.81,788,800,1664,2620,180,10882.2182,0.724384637
2024-10-26T11:06:26.00+00:00,-105.883763,39.70191,YPOD,16.32,14.65,782,799,1657,2608,182,10885.17095,0.721009818
2024-10-26T11:06:38.00+00:00,-105.883635,39.701871,YPOD,16.31,14.65,778,795,1655,2656,187,10887.13946,0.716019119
2024-10-26T11:06:47.00+00:00,-105.883526,39.701787,YPOD,16.28,14.29,770,793,1623,2609,187,10884.51478,0.7085215
2024-10-26T11:06:58.00+00:00,-105.883425,39.70175,YPOD,16.26,14.13,765,786,1643,2669,182,10885.17095,0.704229188
2024-10-26T11:07:08.00+00:00,-105.88332,39.701704,YPOD,16.25,14.25,763,780,1628,2666,181,10883.20245,0.699304044
2024-10-26T11:07:19.00+00:00,-105.883168,39.701599,YPOD,16.21,14.87,768,774,1683,2668,183,10881.23394,0.689720363
2024-10-26T11:07:29.00+00:00,-105.883081,39.701539,YPOD,16.19,15.77,780,770,1677,2649,180,10878.28119,0.684258549
2024-10-26T11:07:40.00+00:00,-105.882961,39.701461,YPOD,16.16,14.91,779,776,1651,2662,176,10876.96885,0.677056723
2024-10-26T11:07:49.00+00:00,-105.882861,39.701421,YPOD,16.13,14.36,772,778,1626,2662,179,10876.96885,0.672710011
2024-10-26T11:08:01.00+00:00,-105.882725,39.701365,YPOD,16.11,15.02,775,774,1688,2685,179,10874.67226,0.66673451
2024-10-26T11:08:08.00+00:00,-105.882613,39.701317,YPOD,16.08,16.03,785,772,1697,2694,176,10875.00035,0.661725578
2024-10-26T11:08:18.00+00:00,-105.882493,39.701287,YPOD,16.06,15.92,790,774,1680,2719,173,10875.9846,0.657806908
2024-10-26T11:08:27.00+00:00,-105.882388,39.701236,YPOD,16.04,15.57,790,777,1674,2680,174,10872.70376,0.652780777
2024-10-26T11:08:37.00+00:00,-105.882278,39.701162,YPOD,16.02,15.57,789,778,1671,2638,181,10872.37568,0.646184546
2024-10-26T11:08:46.00+00:00,-105.882186,39.701114,YPOD,16.01,15.42,789,780,1681,2640,182,10873.68801,0.64160841
2024-10-26T11:08:58.00+00:00,-105.88204,39.701058,YPOD,15.98,16.23,797,779,1701,2652,180,10875.00035,0.635732267
2024-10-26T11:09:07.00+00:00,-105.881934,39.701006,YPOD,15.97,15.75,794,783,1666,2613,183,10876.31268,0.630751007
2024-10-26T11:09:18.00+00:00,-105.881805,39.700942,YPOD,15.95,15.25,789,785,1661,2596,188,10877.29694,0.624683923
2024-10-26T11:09:30.00+00:00,-105.881698,39.70088,YPOD,15.92,14.58,781,785,1647,2579,185,10875.9846,0.619091776
2024-10-26T11:09:39.00+00:00,-105.88158,39.700806,YPOD,15.91,15.05,780,780,1659,2567,178,10875.32843,0.612584484
2024-10-26T11:09:50.00+00:00,-105.881476,39.700734,YPOD,15.9,15.21,781,779,1679,2560,174,10873.03184,0.606425773
2024-10-26T11:09:58.00+00:00,-105.881377,39.700664,YPOD,15.9,15.56,786,777,1676,2543,175,10871.39142,0.600491796
2024-10-26T11:10:08.00+00:00,-105.881252,39.700584,YPOD,15.89,14.7,777,781,1631,2560,182,10869.09484,0.593602473
2024-10-26T11:10:17.00+00:00,-105.881132,39.700519,YPOD,15.86,13.8,762,781,1599,2548,184,10865.814,0.587828918
2024-10-26T11:10:27.00+00:00,-105.88101,39.700452,YPOD,15.83,13.57,753,772,1595,2557,181,10863.84549,0.581945658
2024-10-26T11:10:36.00+00:00,-105.880904,39.700396,YPOD,15.81,13.53,746,763,1582,2530,178,10861.5489,0.577024569
2024-10-26T11:10:46.00+00:00,-105.880789,39.700337,YPOD,15.78,13.44,741,753,1592,2528,176,10857.93998,0.571849287
2024-10-26T11:10:53.00+00:00,-105.880715,39.700297,YPOD,15.77,13.48,738,746,1579,2522,172,10857.93998,0.568406162
2024-10-26T11:11:03.00+00:00,-105.880674,39.700251,YPOD,15.76,14.03,742,738,1618,2536,168,10852.69064,0.56488647
2024-10-26T11:11:12.00+00:00,-105.880611,39.700158,YPOD,15.75,14.45,747,732,1624,2493,169,10845.80087,0.557968517
2024-10-26T11:11:22.00+00:00,-105.880518,39.700037,YPOD,15.74,14.53,750,731,1620,2529,172,10839.56728,0.548880875
2024-10-26T11:11:31.00+00:00,-105.880456,39.699962,YPOD,15.74,14.49,752,734,1625,2518,170,10835.30218,0.543220672
2024-10-26T11:11:41.00+00:00,-105.880359,39.699856,YPOD,15.73,14.14,748,738,1598,2523,166,10828.41242,0.535160179
2024-10-26T11:11:50.00+00:00,-105.880325,39.699826,YPOD,15.72,13.99,746,737,1611,2548,166,10826.44392,0.532830028
2024-10-26T11:12:00.00+00:00,-105.880243,39.699769,YPOD,15.7,14.14,745,732,1602,2533,169,10822.50691,0.528276022
2024-10-26T11:12:11.00+00:00,-105.880132,39.699676,YPOD,15.68,13.95,741,725,1590,2502,169,10816.6014,0.521069477
2024-10-26T11:12:21.00+00:00,-105.880059,39.699602,YPOD,15.65,13.79,738,719,1582,2514,164,10812.00822,0.515476353
2024-10-26T11:12:32.00+00:00,-105.879993,39.699532,YPOD,15.63,13.4,732,712,1569,2482,164,10807.08696,0.510224117
2024-10-26T11:12:41.00+00:00,-105.879981,39.699524,YPOD,15.59,13.32,727,704,1554,2495,169,10806.43079,0.509594905
2024-10-26T11:12:51.00+00:00,-105.879967,39.699515,YPOD,15.6,13.2,726,699,1575,2506,173,10805.77462,0.508884467
2024-10-26T11:13:00.00+00:00,-105.879885,39.699448,YPOD,15.59,13.39,725,693,1566,2488,176,10800.52528,0.503760386
2024-10-26T11:13:10.00+00:00,-105.879782,39.699374,YPOD,15.58,13.12,722,689,1559,2463,177,10795.60402,0.498062282
2024-10-26T11:13:19.00+00:00,-105.879654,39.69932,YPOD,15.56,13.32,721,681,1552,2482,177,10791.01084,0.493659367
2024-10-26T11:13:31.00+00:00,-105.879544,39.699274,YPOD,15.52,13.08,717,674,1546,2452,176,10787.73,0.489970201
2024-10-26T11:13:40.00+00:00,-105.879412,39.699209,YPOD,15.52,13.43,719,665,1549,2450,170,10783.46491,0.484951164
2024-10-26T11:13:52.00+00:00,-105.879296,39.699141,YPOD,15.49,13.32,720,661,1547,2456,169,10779.5279,0.479866054
2024-10-26T11:13:56.00+00:00,-105.879179,39.699085,YPOD,15.49,13.43,722,660,1561,2468,170,10775.91898,0.475678959
2024-10-26T11:14:04.00+00:00,-105.878928,39.698929,YPOD,15.48,13.43,723,659,1557,2507,170,10767.3888,0.464479879
2024-10-26T11:14:14.00+00:00,-105.878814,39.698867,YPOD,15.47,13.55,725,658,1561,2525,169,10764.10796,0.460126499
2024-10-26T11:14:23.00+00:00,-105.878706,39.698801,YPOD,15.46,13.67,727,657,1565,2507,167,10760.49903,0.455573486
2024-10-26T11:14:35.00+00:00,-105.878579,39.698729,YPOD,15.45,13.94,730,653,1573,2501,169,10756.23394,0.450700974
2024-10-26T11:14:44.00+00:00,-105.878464,39.698665,YPOD,15.43,14.2,733,649,1580,2457,171,10752.29693,0.446461572
2024-10-26T11:14:54.00+00:00,-105.878326,39.698601,YPOD,15.42,14.55,740,649,1609,2410,173,10747.70376,0.442374001
2024-10-26T11:15:05.00+00:00,-105.878211,39.69854,YPOD,15.41,14.32,742,655,1601,2385,171,10743.76675,0.43853779
2024-10-26T11:15:14.00+00:00,-105.878084,39.698459,YPOD,15.41,14.13,742,660,1587,2408,166,10738.18932,0.433470649
2024-10-26T11:15:24.00+00:00,-105.878001,39.698395,YPOD,15.41,14.75,748,661,1616,2439,161,10734.25231,0.429462479
2024-10-26T11:15:33.00+00:00,-105.877928,39.698252,YPOD,15.4,15.22,755,664,1627,2443,161,10728.67488,0.420023988
2024-10-26T11:15:43.00+00:00,-105.877913,39.698162,YPOD,15.4,14.9,755,672,1602,2413,165,10726.3783,0.413928376
2024-10-26T11:15:52.00+00:00,-105.877901,39.698076,YPOD,15.4,14.4,752,679,1605,2396,168,10725.06596,0.408094536
2024-10-26T11:16:02.00+00:00,-105.877924,39.697963,YPOD,15.4,14.75,754,679,1608,2386,170,10723.75362,0.400198358
2024-10-26T11:16:13.00+00:00,-105.877926,39.697863,YPOD,15.38,14.59,751,678,1599,2422,170,10722.76937,0.393321097
